"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"HENRY CREEK LOCK","72h",100,0.01,100.75,96.7,104.09,0.023
"HENRY CREEK LOCK","72h",200,0.005,107.66,102.66,111.82,0.026
"HENRY CREEK LOCK","72h",500,0.002,116.52,110.22,121.76,0.031
"HENRY CREEK LOCK","72h",1000,0.001,123.07,115.82,129.14,0.034
"HENRY CREEK LOCK","72h",2000,5e-04,129.5,121.26,136.39,0.036
"HENRY CREEK LOCK","72h",5000,2e-04,137.85,128.21,145.81,0.04
"HENRY CREEK LOCK","72h",10000,1e-04,144.07,133.33,152.85,0.042
"STRUCTURE 153","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE 153","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE 153","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE 153","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE 153","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE 153","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE 153","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE 153","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE 153","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE 153","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE 153","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE 153","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE 153","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE 153","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE 153","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE 153","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE 153","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE 153","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE 153","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE 153","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE 153","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE 153","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE 153","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE 153","72h",10000,1e-04,144.07,133.33,152.85,0.042
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE 193 (HURRICANE GATE NO.6)","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE 193 (HURRICANE GATE NO.6)","72h",10000,1e-04,144.07,133.33,152.85,0.042
"PUMPING STATION NO. 236","24h",2,0.5,47.4,46.99,47.99,0.007
"PUMPING STATION NO. 236","24h",5,0.2,60.29,59.87,60.76,0.005
"PUMPING STATION NO. 236","24h",10,0.1,68.81,67.71,69.68,0.009
"PUMPING STATION NO. 236","24h",25,0.04,79.59,77.24,81.42,0.017
"PUMPING STATION NO. 236","24h",50,0.02,87.62,83.99,90.42,0.023
"PUMPING STATION NO. 236","24h",100,0.01,95.66,90.65,99.6,0.029
"PUMPING STATION NO. 236","24h",200,0.005,103.77,97.18,108.91,0.035
"PUMPING STATION NO. 236","24h",500,0.002,114.66,105.76,121.64,0.043
"PUMPING STATION NO. 236","24h",1000,0.001,123.07,112.38,131.63,0.049
"PUMPING STATION NO. 236","24h",2000,5e-04,131.65,118.9,141.83,0.055
"PUMPING STATION NO. 236","24h",5000,2e-04,143.27,127.69,155.82,0.062
"PUMPING STATION NO. 236","24h",10000,1e-04,152.3,134.29,166.76,0.068
"PUMPING STATION NO. 236","72h",2,0.5,52.93,52.49,53.5,0.006
"PUMPING STATION NO. 236","72h",5,0.2,66.91,66.44,67.37,0.004
"PUMPING STATION NO. 236","72h",10,0.1,75.67,74.51,76.61,0.009
"PUMPING STATION NO. 236","72h",25,0.04,86.17,83.93,88.02,0.015
"PUMPING STATION NO. 236","72h",50,0.02,93.61,90.48,96.16,0.019
"PUMPING STATION NO. 236","72h",100,0.01,100.75,96.7,104.09,0.023
"PUMPING STATION NO. 236","72h",200,0.005,107.66,102.66,111.82,0.026
"PUMPING STATION NO. 236","72h",500,0.002,116.52,110.22,121.76,0.031
"PUMPING STATION NO. 236","72h",1000,0.001,123.07,115.82,129.14,0.034
"PUMPING STATION NO. 236","72h",2000,5e-04,129.5,121.26,136.39,0.036
"PUMPING STATION NO. 236","72h",5000,2e-04,137.85,128.21,145.81,0.04
"PUMPING STATION NO. 236","72h",10000,1e-04,144.07,133.33,152.85,0.042
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE 310 (HURRICANE GATE NO.2)","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE 310 (HURRICANE GATE NO.2)","72h",10000,1e-04,144.07,133.33,152.85,0.042
"KENTUCKY","24h",2,0.5,47.4,46.99,47.99,0.007
"KENTUCKY","24h",5,0.2,60.29,59.87,60.76,0.005
"KENTUCKY","24h",10,0.1,68.81,67.71,69.68,0.009
"KENTUCKY","24h",25,0.04,79.59,77.24,81.42,0.017
"KENTUCKY","24h",50,0.02,87.62,83.99,90.42,0.023
"KENTUCKY","24h",100,0.01,95.66,90.65,99.6,0.029
"KENTUCKY","24h",200,0.005,103.77,97.18,108.91,0.035
"KENTUCKY","24h",500,0.002,114.66,105.76,121.64,0.043
"KENTUCKY","24h",1000,0.001,123.07,112.38,131.63,0.049
"KENTUCKY","24h",2000,5e-04,131.65,118.9,141.83,0.055
"KENTUCKY","24h",5000,2e-04,143.27,127.69,155.82,0.062
"KENTUCKY","24h",10000,1e-04,152.3,134.29,166.76,0.068
"KENTUCKY","72h",2,0.5,52.93,52.49,53.5,0.006
"KENTUCKY","72h",5,0.2,66.91,66.44,67.37,0.004
"KENTUCKY","72h",10,0.1,75.67,74.51,76.61,0.009
"KENTUCKY","72h",25,0.04,86.17,83.93,88.02,0.015
"KENTUCKY","72h",50,0.02,93.61,90.48,96.16,0.019
"KENTUCKY","72h",100,0.01,100.75,96.7,104.09,0.023
"KENTUCKY","72h",200,0.005,107.66,102.66,111.82,0.026
"KENTUCKY","72h",500,0.002,116.52,110.22,121.76,0.031
"KENTUCKY","72h",1000,0.001,123.07,115.82,129.14,0.034
"KENTUCKY","72h",2000,5e-04,129.5,121.26,136.39,0.036
"KENTUCKY","72h",5000,2e-04,137.85,128.21,145.81,0.04
"KENTUCKY","72h",10000,1e-04,144.07,133.33,152.85,0.042
"SAM RAYBURN DAM AND RESERVOIR","24h",2,0.5,47.4,46.99,47.99,0.007
"SAM RAYBURN DAM AND RESERVOIR","24h",5,0.2,60.29,59.87,60.76,0.005
"SAM RAYBURN DAM AND RESERVOIR","24h",10,0.1,68.81,67.71,69.68,0.009
"SAM RAYBURN DAM AND RESERVOIR","24h",25,0.04,79.59,77.24,81.42,0.017
"SAM RAYBURN DAM AND RESERVOIR","24h",50,0.02,87.62,83.99,90.42,0.023
"SAM RAYBURN DAM AND RESERVOIR","24h",100,0.01,95.66,90.65,99.6,0.029
"SAM RAYBURN DAM AND RESERVOIR","24h",200,0.005,103.77,97.18,108.91,0.035
"SAM RAYBURN DAM AND RESERVOIR","24h",500,0.002,114.66,105.76,121.64,0.043
"SAM RAYBURN DAM AND RESERVOIR","24h",1000,0.001,123.07,112.38,131.63,0.049
"SAM RAYBURN DAM AND RESERVOIR","24h",2000,5e-04,131.65,118.9,141.83,0.055
"SAM RAYBURN DAM AND RESERVOIR","24h",5000,2e-04,143.27,127.69,155.82,0.062
"SAM RAYBURN DAM AND RESERVOIR","24h",10000,1e-04,152.3,134.29,166.76,0.068
"SAM RAYBURN DAM AND RESERVOIR","72h",2,0.5,52.93,52.49,53.5,0.006
"SAM RAYBURN DAM AND RESERVOIR","72h",5,0.2,66.91,66.44,67.37,0.004
"SAM RAYBURN DAM AND RESERVOIR","72h",10,0.1,75.67,74.51,76.61,0.009
"SAM RAYBURN DAM AND RESERVOIR","72h",25,0.04,86.17,83.93,88.02,0.015
"SAM RAYBURN DAM AND RESERVOIR","72h",50,0.02,93.61,90.48,96.16,0.019
"SAM RAYBURN DAM AND RESERVOIR","72h",100,0.01,100.75,96.7,104.09,0.023
"SAM RAYBURN DAM AND RESERVOIR","72h",200,0.005,107.66,102.66,111.82,0.026
"SAM RAYBURN DAM AND RESERVOIR","72h",500,0.002,116.52,110.22,121.76,0.031
"SAM RAYBURN DAM AND RESERVOIR","72h",1000,0.001,123.07,115.82,129.14,0.034
"SAM RAYBURN DAM AND RESERVOIR","72h",2000,5e-04,129.5,121.26,136.39,0.036
"SAM RAYBURN DAM AND RESERVOIR","72h",5000,2e-04,137.85,128.21,145.81,0.04
"SAM RAYBURN DAM AND RESERVOIR","72h",10000,1e-04,144.07,133.33,152.85,0.042
"FORT RANDALL DAM","24h",2,0.5,58.71,58.34,59.27,0.005
"FORT RANDALL DAM","24h",5,0.2,78.67,78.31,79.06,0.003
"FORT RANDALL DAM","24h",10,0.1,92.26,91.34,92.96,0.006
"FORT RANDALL DAM","24h",25,0.04,109.89,107.65,111.65,0.011
"FORT RANDALL DAM","24h",50,0.02,123.3,119.52,126.03,0.016
"FORT RANDALL DAM","24h",100,0.01,136.9,131.18,140.9,0.022
"FORT RANDALL DAM","24h",200,0.005,150.74,142.78,156.41,0.027
"FORT RANDALL DAM","24h",500,0.002,169.45,157.97,177.41,0.035
"FORT RANDALL DAM","24h",1000,0.001,183.94,169.6,194.26,0.041
"FORT RANDALL DAM","24h",2000,5e-04,198.73,180.88,211.32,0.047
"FORT RANDALL DAM","24h",5000,2e-04,218.77,196.17,235.28,0.055
"FORT RANDALL DAM","24h",10000,1e-04,234.3,207.71,254.08,0.061
"FORT RANDALL DAM","72h",2,0.5,70.6,70.18,71.16,0.004
"FORT RANDALL DAM","72h",5,0.2,93.24,92.77,93.71,0.003
"FORT RANDALL DAM","72h",10,0.1,108.13,107.04,108.99,0.005
"FORT RANDALL DAM","72h",25,0.04,126.84,124.37,128.72,0.011
"FORT RANDALL DAM","72h",50,0.02,140.63,136.85,143.62,0.015
"FORT RANDALL DAM","72h",100,0.01,154.25,148.58,158.67,0.02
"FORT RANDALL DAM","72h",200,0.005,167.76,160.05,173.65,0.025
"FORT RANDALL DAM","72h",500,0.002,185.48,174.76,194,0.031
"FORT RANDALL DAM","72h",1000,0.001,198.79,185.56,209.38,0.037
"FORT RANDALL DAM","72h",2000,5e-04,212.03,196.14,224.92,0.042
"FORT RANDALL DAM","72h",5000,2e-04,229.43,209.68,245.71,0.049
"FORT RANDALL DAM","72h",10000,1e-04,242.52,219.62,261.62,0.054
"LIBBY","24h",2,0.5,40.55,40.33,40.85,0.004
"LIBBY","24h",5,0.2,53,52.76,53.27,0.003
"LIBBY","24h",10,0.1,61.27,60.71,61.68,0.005
"LIBBY","24h",25,0.04,71.74,70.46,72.7,0.01
"LIBBY","24h",50,0.02,79.54,77.5,81.05,0.014
"LIBBY","24h",100,0.01,87.3,84.39,89.49,0.019
"LIBBY","24h",200,0.005,95.05,91.14,98.09,0.024
"LIBBY","24h",500,0.002,105.31,99.89,109.8,0.031
"LIBBY","24h",1000,0.001,113.08,106.24,118.76,0.036
"LIBBY","24h",2000,5e-04,120.88,112.37,127.86,0.041
"LIBBY","24h",5000,2e-04,131.2,120.25,140.13,0.048
"LIBBY","24h",10000,1e-04,139.04,126.21,149.6,0.053
"LIBBY","72h",2,0.5,57.86,57.57,58.26,0.004
"LIBBY","72h",5,0.2,75.56,75.21,75.92,0.003
"LIBBY","72h",10,0.1,87.16,86.39,87.75,0.005
"LIBBY","72h",25,0.04,101.68,99.85,102.91,0.01
"LIBBY","72h",50,0.02,112.36,109.46,114.26,0.014
"LIBBY","72h",100,0.01,122.88,118.8,125.73,0.018
"LIBBY","72h",200,0.005,133.29,127.88,137.15,0.022
"LIBBY","72h",500,0.002,146.89,139.5,152.37,0.029
"LIBBY","72h",1000,0.001,157.09,147.83,164.13,0.033
"LIBBY","72h",2000,5e-04,167.2,155.92,175.91,0.038
"LIBBY","72h",5000,2e-04,180.45,166.37,191.45,0.044
"LIBBY","72h",10000,1e-04,190.39,174.05,203.42,0.049
"BULL SHOALS","24h",2,0.5,95.65,93.07,99.14,0.021
"BULL SHOALS","24h",5,0.2,124.31,122.29,126.67,0.011
"BULL SHOALS","24h",10,0.1,145.87,140.11,150.27,0.023
"BULL SHOALS","24h",25,0.04,177.94,163.01,189.07,0.047
"BULL SHOALS","24h",50,0.02,206.31,182.31,226.03,0.068
"BULL SHOALS","24h",100,0.01,239.22,202.34,270.11,0.09
"BULL SHOALS","24h",200,0.005,277.63,225.6,322.51,0.114
"BULL SHOALS","24h",500,0.002,338.63,256.06,412.84,0.149
"BULL SHOALS","24h",1000,0.001,394.09,283,498.78,0.176
"BULL SHOALS","24h",2000,5e-04,459.13,313.74,605.7,0.204
"BULL SHOALS","24h",5000,2e-04,562.72,356.28,782.98,0.243
"BULL SHOALS","24h",10000,1e-04,657,391.29,951.73,0.274
"BULL SHOALS","72h",2,0.5,124.83,121.64,129.35,0.02
"BULL SHOALS","72h",5,0.2,161.31,158.82,164.47,0.011
"BULL SHOALS","72h",10,0.1,188.9,181.95,194.55,0.021
"BULL SHOALS","72h",25,0.04,230.16,211.8,244.15,0.044
"BULL SHOALS","72h",50,0.02,266.81,235.77,291.14,0.065
"BULL SHOALS","72h",100,0.01,309.51,262.16,348.22,0.087
"BULL SHOALS","72h",200,0.005,359.53,291.03,417.56,0.111
"BULL SHOALS","72h",500,0.002,439.33,333.06,532.3,0.144
"BULL SHOALS","72h",1000,0.001,512.18,367.47,645.22,0.171
"BULL SHOALS","72h",2000,5e-04,597.95,406.85,782.42,0.198
"BULL SHOALS","72h",5000,2e-04,735.16,465.98,1011.9,0.236
"BULL SHOALS","72h",10000,1e-04,860.59,514.99,1229.91,0.265
"HARRY S TRUMAN DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"HARRY S TRUMAN DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"HARRY S TRUMAN DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"HARRY S TRUMAN DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"HARRY S TRUMAN DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"HARRY S TRUMAN DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"HARRY S TRUMAN DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"HARRY S TRUMAN DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"HARRY S TRUMAN DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"HARRY S TRUMAN DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"HARRY S TRUMAN DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"HARRY S TRUMAN DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"HARRY S TRUMAN DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"HARRY S TRUMAN DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"HARRY S TRUMAN DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"HARRY S TRUMAN DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"HARRY S TRUMAN DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"HARRY S TRUMAN DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"HARRY S TRUMAN DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"HARRY S TRUMAN DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"HARRY S TRUMAN DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"HARRY S TRUMAN DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"HARRY S TRUMAN DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"HARRY S TRUMAN DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"DENISON DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"DENISON DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"DENISON DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"DENISON DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"DENISON DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"DENISON DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"DENISON DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"DENISON DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"DENISON DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"DENISON DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"DENISON DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"DENISON DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"DENISON DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"DENISON DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"DENISON DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"DENISON DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"DENISON DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"DENISON DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"DENISON DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"DENISON DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"DENISON DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"DENISON DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"DENISON DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"DENISON DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"AMISTAD","24h",2,0.5,68.68,67.67,70.16,0.013
"AMISTAD","24h",5,0.2,98.93,97.94,100.2,0.007
"AMISTAD","24h",10,0.1,120.84,118.39,122.79,0.011
"AMISTAD","24h",25,0.04,150.87,144.68,155.59,0.024
"AMISTAD","24h",50,0.02,174.99,164.23,182.85,0.035
"AMISTAD","24h",100,0.01,200.59,184.24,212.65,0.047
"AMISTAD","24h",200,0.005,227.86,204.89,245.14,0.06
"AMISTAD","24h",500,0.002,266.74,232.95,292.68,0.077
"AMISTAD","24h",1000,0.001,298.48,253.98,333.15,0.091
"AMISTAD","24h",2000,5e-04,332.38,276.8,377.89,0.105
"AMISTAD","24h",5000,2e-04,380.8,306.74,445.13,0.124
"AMISTAD","24h",10000,1e-04,420.35,330.46,500.28,0.139
"AMISTAD","72h",2,0.5,83.3,81.99,85.07,0.012
"AMISTAD","72h",5,0.2,121.22,119.97,122.43,0.006
"AMISTAD","72h",10,0.1,146.01,142.52,148.91,0.013
"AMISTAD","72h",25,0.04,176.45,169.36,181.91,0.022
"AMISTAD","72h",50,0.02,198.38,188.59,205.75,0.027
"AMISTAD","72h",100,0.01,219.67,206.89,229.14,0.032
"AMISTAD","72h",200,0.005,240.46,224.59,252.16,0.036
"AMISTAD","72h",500,0.002,267.37,247.34,282.09,0.041
"AMISTAD","72h",1000,0.001,287.38,264.36,304.27,0.045
"AMISTAD","72h",2000,5e-04,307.15,281.01,326.11,0.048
"AMISTAD","72h",5000,2e-04,332.96,302.47,354.83,0.051
"AMISTAD","72h",10000,1e-04,352.29,318.71,376.51,0.054
"TOLEDO BEND SADDLE DIKE 1","24h",2,0.5,47.4,46.99,47.99,0.007
"TOLEDO BEND SADDLE DIKE 1","24h",5,0.2,60.29,59.87,60.76,0.005
"TOLEDO BEND SADDLE DIKE 1","24h",10,0.1,68.81,67.71,69.68,0.009
"TOLEDO BEND SADDLE DIKE 1","24h",25,0.04,79.59,77.24,81.42,0.017
"TOLEDO BEND SADDLE DIKE 1","24h",50,0.02,87.62,83.99,90.42,0.023
"TOLEDO BEND SADDLE DIKE 1","24h",100,0.01,95.66,90.65,99.6,0.029
"TOLEDO BEND SADDLE DIKE 1","24h",200,0.005,103.77,97.18,108.91,0.035
"TOLEDO BEND SADDLE DIKE 1","24h",500,0.002,114.66,105.76,121.64,0.043
"TOLEDO BEND SADDLE DIKE 1","24h",1000,0.001,123.07,112.38,131.63,0.049
"TOLEDO BEND SADDLE DIKE 1","24h",2000,5e-04,131.65,118.9,141.83,0.055
"TOLEDO BEND SADDLE DIKE 1","24h",5000,2e-04,143.27,127.69,155.82,0.062
"TOLEDO BEND SADDLE DIKE 1","24h",10000,1e-04,152.3,134.29,166.76,0.068
"TOLEDO BEND SADDLE DIKE 1","72h",2,0.5,52.93,52.49,53.5,0.006
"TOLEDO BEND SADDLE DIKE 1","72h",5,0.2,66.91,66.44,67.37,0.004
"TOLEDO BEND SADDLE DIKE 1","72h",10,0.1,75.67,74.51,76.61,0.009
"TOLEDO BEND SADDLE DIKE 1","72h",25,0.04,86.17,83.93,88.02,0.015
"TOLEDO BEND SADDLE DIKE 1","72h",50,0.02,93.61,90.48,96.16,0.019
"TOLEDO BEND SADDLE DIKE 1","72h",100,0.01,100.75,96.7,104.09,0.023
"TOLEDO BEND SADDLE DIKE 1","72h",200,0.005,107.66,102.66,111.82,0.026
"TOLEDO BEND SADDLE DIKE 1","72h",500,0.002,116.52,110.22,121.76,0.031
"TOLEDO BEND SADDLE DIKE 1","72h",1000,0.001,123.07,115.82,129.14,0.034
"TOLEDO BEND SADDLE DIKE 1","72h",2000,5e-04,129.5,121.26,136.39,0.036
"TOLEDO BEND SADDLE DIKE 1","72h",5000,2e-04,137.85,128.21,145.81,0.04
"TOLEDO BEND SADDLE DIKE 1","72h",10000,1e-04,144.07,133.33,152.85,0.042
"PAINTED ROCK DAM","24h",2,0.5,48.06,47.52,48.92,0.009
"PAINTED ROCK DAM","24h",5,0.2,67.84,67.28,68.55,0.006
"PAINTED ROCK DAM","24h",10,0.1,81.68,80.37,82.79,0.009
"PAINTED ROCK DAM","24h",25,0.04,100.06,96.47,102.55,0.019
"PAINTED ROCK DAM","24h",50,0.02,114.37,108.44,118.34,0.028
"PAINTED ROCK DAM","24h",100,0.01,129.18,120.16,135.24,0.037
"PAINTED ROCK DAM","24h",200,0.005,144.54,131.78,153.01,0.047
"PAINTED ROCK DAM","24h",500,0.002,165.8,147.53,178.35,0.06
"PAINTED ROCK DAM","24h",1000,0.001,182.65,159.58,198.93,0.07
"PAINTED ROCK DAM","24h",2000,5e-04,200.18,171.57,221.07,0.081
"PAINTED ROCK DAM","24h",5000,2e-04,224.49,186.97,252.75,0.095
"PAINTED ROCK DAM","24h",10000,1e-04,243.76,198.67,278.82,0.106
"PAINTED ROCK DAM","72h",2,0.5,59.34,58.8,60.11,0.007
"PAINTED ROCK DAM","72h",5,0.2,82.29,81.71,83,0.005
"PAINTED ROCK DAM","72h",10,0.1,97.72,96.37,98.95,0.008
"PAINTED ROCK DAM","72h",25,0.04,117.49,114,120.05,0.016
"PAINTED ROCK DAM","72h",50,0.02,132.35,127.14,136.34,0.022
"PAINTED ROCK DAM","72h",100,0.01,147.28,139.83,153.19,0.029
"PAINTED ROCK DAM","72h",200,0.005,162.32,152.15,170.43,0.037
"PAINTED ROCK DAM","72h",500,0.002,182.42,167.95,193.91,0.047
"PAINTED ROCK DAM","72h",1000,0.001,197.82,179.63,212.42,0.054
"PAINTED ROCK DAM","72h",2000,5e-04,213.38,191,231.59,0.062
"PAINTED ROCK DAM","72h",5000,2e-04,234.23,205.47,258.88,0.073
"PAINTED ROCK DAM","72h",10000,1e-04,250.2,216.15,279.7,0.081
